,alt,sum,brw,mhd,thd,nwr,kum,mlo,smo,cgo,ush,psa,spo
1998-02-01,10.565998646711616,,10.468141976032896,,,9.166930148016123,10.814791037311245,9.619908325512439,6.764543065448992,22.483627369260685,,,6.431732641528972
1998-03-01,10.583361778018478,,10.749830803184192,,,9.559861160302306,10.769066658508573,9.086100009024882,7.205357827355453,-13.131169052718741,,,6.7959810184126495
1998-04-01,10.667368887783896,,10.717291838878584,,,10.513729828715595,10.032556506361422,9.422304826868112,6.973060271940702,-17.721844307132073,,,6.960787368524614
1998-05-01,10.909595928339925,,10.746358351725242,,,10.568518548371966,14.454499599696854,9.766857896534454,7.3583773144329445,14.199892937767537,,,6.961079979654752
1998-06-01,10.848119944385061,,10.852273180804726,,,10.726194494626638,17.242454269216893,9.564986331305176,7.633904421732975,61.73879838974167,,,7.3766360641674
1998-07-01,11.389669014633538,,10.925986760559649,,,10.036720089850949,11.543262483825444,10.50041532999486,7.985347698066678,16.51129048408175,,,7.377751066426561
1998-08-01,11.27638606748998,,11.31587257595974,,,11.722259677714062,13.320578211376796,9.8810315366358,7.893548710344835,43.29853409022248,,,7.569344519245502
1998-09-01,11.461410777043337,,11.246042944486852,,,10.993408593438057,11.663337763293663,10.577334458193654,8.059480185689086,4.12647225784815,,,7.645163022794767
1998-10-01,11.555426989939281,,11.707131904166557,,,10.603518710201733,12.170773706419343,11.238525867476051,8.282241730019765,13.604385382372925,,,8.046814406313771
1998-11-01,11.824729476586992,,12.021675204720818,10.967722028841504,,12.546684838821902,10.905873740183381,10.993691020120783,9.014447177222172,12.900762187631424,,,7.949778420964773
1998-12-01,12.40017619579668,,12.050064302491698,12.787676281251235,,10.943334586708538,13.4690578191053,11.212232159166787,8.88248587403387,17.48748176073073,,,8.097430355791953
1999-01-01,12.539637797525236,,12.678896623684048,12.564436451992227,,11.479572422922084,13.973334460866786,11.40639704624545,9.13914358452792,12.753474483238502,,,8.20445391077435
1999-02-01,12.506954870685421,,12.699866147395094,12.32231211474819,,12.31023099131988,11.631173221047671,11.476640172007295,8.99794996314975,19.997681967539002,,,8.571392075569086
1999-03-01,12.665838628240392,,12.623940385925724,11.75131052556228,,12.254830454007976,14.183952785419878,10.572464267455082,9.125343243039957,17.169341466629117,,,8.554466706196372
1999-04-01,12.832976832649917,,12.669324194888828,12.407459820310528,,11.667806367502486,11.61217854124903,11.113008834054316,9.411901010307107,13.11759097431493,,,8.52824284092045
1999-05-01,12.811423834772706,,12.720726063839896,12.689524868868988,,11.916887956135731,12.940885525040505,11.500161907031355,9.6909785685791,16.078161136245228,,,8.655794422615644
1999-06-01,12.863400376149876,,12.58501015047182,12.362072765039095,,11.983506992743981,13.67998660244596,12.270060743563576,9.703421957840328,14.476412022346972,,,9.116337269065843
1999-07-01,12.833814774938128,,13.214646732774817,13.728688297182032,,12.743866055314689,13.997078112299466,12.150089791505314,11.853794795013972,21.57035546602426,,,9.173779224922328
1999-08-01,13.095068466604273,,13.336150610605582,13.010894034901929,,14.147209193218997,17.72411155290117,11.744413156100018,10.689451299223016,28.20841259161105,,,9.310923167538526
1999-09-01,13.013378179377355,,13.303066429264241,12.909348124023381,,12.66872144057925,19.97121981723719,11.60478925219776,9.718615537780078,25.562720003550545,,,9.415162139822554
1999-10-01,13.413055055920443,,13.225328282512749,12.564331651895644,,13.571648640942945,17.22681752280133,11.840640626763435,10.295588246069721,23.037355997759065,,,9.495937353201036
1999-11-01,13.74115860479936,,13.616770808822963,12.338847321579543,,13.560788500536313,13.663676583440294,12.198323316459616,10.3579831565641,24.444388836158055,,,9.718241458460954
1999-12-01,14.215639889585308,,13.967233060928216,12.235998052837289,,12.18693515333523,16.315027183696632,12.508255479732895,10.905558969922591,18.63059151969963,,,9.756739723864706
2000-01-01,14.188391785729818,,14.386862921711572,12.235984169613534,,13.77508004430972,17.40640441543086,12.853589253756015,11.33480882812076,15.991865740413443,,,9.755168664256361
2000-02-01,14.12513078243985,,14.188382743704265,12.33083840505214,,13.327362202015099,14.12138584551663,12.529780909642255,10.985586955406815,15.53634507784438,,,10.143666970531267
2000-03-01,14.204639509133237,,14.350817120428362,12.493997512592783,,14.089141142488865,13.606617571256404,11.907761896441361,11.871859804641911,20.4774095340186,,,10.073264539289859
2000-04-01,14.213060348108467,,14.11459476956835,12.735852498974534,,13.766990782488632,16.22833162408375,13.776986139436534,11.09407985968633,14.776075951472851,,,10.383177324350362
2000-05-01,14.49564050142126,,14.632016864262699,13.024041455116413,,14.390761067345954,15.326446390498177,12.162807591742126,10.914708064376894,20.022777811643092,,,10.505870990360046
2000-06-01,14.599267282402769,,14.927343522509185,13.366168548629897,,13.944974774215218,14.511757886775404,13.123981306539108,11.04263971244604,19.492187146492796,,,10.699164928709965
2000-07-01,14.870617407618653,,14.97138494800545,13.727876436802436,,14.92888430076182,16.348487109837354,12.493913912687523,11.360218148957225,19.47980901652317,,,10.95995314258227
2000-08-01,15.044717079165057,,15.078038018838521,14.12082804995202,,15.80462583143787,21.13451018000487,13.91635317605182,11.432939919850899,22.376890643376985,,,10.960688424056736
2000-09-01,14.923351452702587,,14.88687200239785,14.520625953620602,,14.003273707500448,16.623289290823216,13.24427910227478,11.36774053527002,11.959253608478763,,,11.144807857522489
2000-10-01,15.348517182159995,,14.842792222252408,14.901996445153657,,15.849550665636787,15.023785478335778,13.605597240220835,11.661740811869125,18.08560496419893,,,11.4372254337111
2000-11-01,15.512435952290458,,15.334924500115944,15.278400484090596,,16.66581660452676,16.743054491339407,14.406299545352063,11.68115564422948,20.41832082887576,,,11.382356447397449
2000-12-01,15.714252236464272,,15.82126719276642,15.612644137112806,,14.996049988552032,15.694349063685646,13.688670550760374,12.15287972395017,24.96936167844168,,,11.564536948848163
2001-01-01,15.73253446586258,,16.02354811316513,15.915079815296112,,14.352982074741375,16.688647078858374,14.359831209331029,12.062356250103642,11.89683517535708,,,11.519870944057677
2001-02-01,15.757748528014895,,15.987373584659712,16.161792175773947,,15.437121850065443,18.86191543239884,13.930368700160976,12.436143704753084,18.287005723454822,,,11.523356367393347
2001-03-01,16.00209655976581,,15.83398055186406,16.325236661772884,,14.819845813862752,16.071203664959118,14.358236211159728,13.030767627757006,15.934750786317036,,,11.393766697737096
2001-04-01,16.346014517970463,,16.020220370176382,16.42855909299216,,16.621199717113548,22.829722255286047,14.777005646460028,12.84926283179833,17.65718270494805,,,11.72958731982143
2001-05-01,16.60276952017098,,16.134897257930888,16.4391715130061,,16.33505844717404,16.053194462665083,14.501798971424188,12.425407865458638,17.494414871043773,,,11.827818972831842
2001-06-01,16.793665956125253,,16.324098890298867,16.34711564018631,,15.655898164757243,16.33447031518248,13.990709542170283,12.510853866763131,19.57592670000986,,,12.119815913445086
2001-07-01,16.609942432026248,,16.35594722381709,16.202732460572793,,15.810876903850946,17.6735271087863,14.747746087525888,13.100586571311696,19.558540685095174,,,12.438934287672346
2001-08-01,16.468387290329606,,16.178367679848474,16.125277745133253,,16.225817294745845,16.416145133857572,15.54566499052445,12.82707182010151,19.926624776983253,,,12.59002032150508
2001-09-01,16.249084894325946,,16.15072246138067,16.456138959891124,,16.678370936550508,24.148698669758456,14.687693697818748,12.929224687309585,21.376669204185525,,,12.696269610247889
2001-10-01,16.50435960961965,,16.360526463332548,17.01093408088963,,16.71099877538261,21.008969005811437,15.221670845692431,13.250443926013899,17.412375887424652,,,12.80815822354222
2001-11-01,16.655919657716677,,16.649894450596065,15.24036139645361,,15.399269747943864,25.289644312605397,14.723746446206018,13.397252529088313,29.8024448988698,,,12.911337098906948
2001-12-01,17.19458158108286,,17.28965309258735,15.45967539842926,,15.888599375138465,17.437074605685908,15.389876414930239,13.686780355036525,23.993200741068005,,,13.08982878111325
2002-01-01,16.891569469153485,,17.107874491282594,16.557294774574473,,16.808396848290286,18.050713892305488,15.870915055509172,13.495243174183418,19.424250546152006,,,13.004182487713008
2002-02-01,17.36391820569552,,17.343996319487403,17.168822935927697,,16.794175081333425,19.611615282462083,15.320425560006525,13.673944675834749,16.848913722743223,,,13.04589376439711
2002-03-01,17.36398587029906,,17.175124403893037,16.921954095735714,17.837825424248642,17.33797881646671,17.32190381015867,15.859409093463647,14.26023651169643,16.62384124494156,,,13.251009420340921
2002-04-01,17.249714701433525,,17.09272634643562,17.492837382177186,17.47175742101235,16.660139242958643,21.437334598303057,15.420370278326608,14.064285986720815,16.056737988133197,,,13.364877573211187
2002-05-01,17.63275873252091,,17.3059431842046,17.253852222081374,17.59752288316716,17.56182902998077,17.47186441046152,16.508222268100134,14.197958387534662,19.749953529482866,,,13.433764634956512
2002-06-01,18.43385754543145,,16.901779032429634,17.175085190611842,16.931620491188934,17.952620381455247,18.24169363397367,16.46882119284025,14.508971365472982,23.592509188446936,,,13.669627291647238
2002-07-01,18.60086542497862,,17.4238131216081,17.278680576051908,17.762158398470202,17.33698282079222,19.37803357575445,15.627493584935204,14.040188797438718,26.640284983711442,,,13.849512853105036
2002-08-01,18.405968769904412,,17.84042197955115,17.434117907980678,17.509512554286534,16.867467912121555,18.61349025687685,15.761237385544243,14.471038935009082,17.54307526197821,,,13.944303610200572
2002-09-01,18.1053853832337,,18.050220205635505,17.499057537065916,17.965803085402715,18.117381078284854,20.716039424721988,16.24689552211396,14.633560880985467,19.764255396566117,,,14.156272968648159
2002-10-01,17.968860089830827,,17.867953624756062,17.685325062015146,19.167161686949555,17.958530636943323,18.29473217153195,16.922190740316342,14.833324541193294,20.44236129024245,,,14.322423178351832
2002-11-01,17.995371800812727,,18.116615303178914,18.084347557869464,17.996171142999604,18.210960011598882,18.815811212893053,16.959182687387838,14.699528698711145,21.54690256864463,,,14.475763720814944
2002-12-01,18.321644542777214,,18.42962606448798,18.749638799745014,18.70242861593225,17.938535975951126,21.443472355006175,16.1865428732754,15.052748441516243,18.489210270916967,,,14.477897550867592
2003-01-01,18.344060980541396,,18.440894637896314,18.804371779948205,19.48889152168621,18.031208633676798,21.236085655328615,17.338299499236342,14.999902767548097,16.327850361431352,,,14.376923700157406
2003-02-01,18.549037238609785,,18.430357553112817,18.481183044172095,18.39342977972539,17.70111483471,20.61483493486936,16.760942488992164,14.734316708275344,34.22727771054142,,,14.427294363565784
2003-03-01,18.599346132938017,,18.14241800295364,18.322553092697568,18.440602299264274,18.584050045867475,19.77815233051457,18.005007421319505,14.832949856496871,19.942214191530642,,,14.291435729272546
2003-04-01,18.508887143334263,,18.606116080005464,18.773212231806244,18.64870097191039,16.884732813998518,18.78626186810966,16.487546084720915,15.303191726836191,21.838057425481537,,,14.595012885753082
2003-05-01,18.544772543078718,,18.563241835451937,18.801699694442163,18.429550170042567,18.388280795108987,41.47030406407371,17.28307691066303,15.328436400216438,26.56152439671811,,,14.713714003430733
2003-06-01,18.390830094495477,,18.340136904047114,18.510628324770213,18.631467579926266,18.917419481149665,33.94931996432662,16.769838036741636,15.129443968602356,14.945629413945033,,,14.746622306289597
2003-07-01,18.626099580453776,,18.797595196810107,19.089923371385986,18.943737004756972,18.5030558705914,34.95294939338842,17.469634405798253,15.221881165900939,11.275617024559878,,,14.729392039290028
2003-08-01,18.591992279358646,,18.87386271374842,18.545696398267733,18.51941517411951,17.945281382616162,19.10619350935209,17.097741972381225,15.524772505590258,24.42600611596554,,,14.940221016708136
2003-09-01,18.524174963670408,,18.652926272102988,18.48101243593321,18.63174064555435,18.590278517161373,18.16003689352798,17.205187823285467,15.455946019095329,27.757974062380157,,,15.073968750368605
2003-10-01,18.64382818021496,,18.761648815810524,18.916927244593438,18.63707760440471,18.20343759605514,18.728696379327587,17.599405731330165,15.609728232172744,19.583464435664087,,,15.456739317113602
